"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The [[company]] 's [[board]] of [[directors]] would [[propose]] a dividend of EUR1 .00 per [[share]] for 2005 .","The [[companionship]] 's [[plug-in]] of [[director]] would [[offer]] a dividend of EUR1 .00 per [[ploughshare]] for 2005 .",0.038966238498687744,0.5612537860870361,2,0,2,87,"Successful"
"The company 's equipment rental portfolio [[consists]] [[primarily]] of [[tools]] for [[small]] and mid-sized [[customers]] in the [[construction]] [[industry]] .","The company 's equipment rental portfolio [[comprise]] [[principally]] of [[joyride]] for [[humble]] and mid-sized [[customer]] in the [[expression]] [[industriousness]] .",0.01817220449447632,0.08359169960021973,2,2,2,116,"Failed"
"The [[company]] 's [[model]] is based on developer [[contracting]] construction projects and customer focused [[project]] management .","The [[companionship]] 's [[example]] is based on developer [[reduce]] construction projects and customer focused [[contrive]] management .",0.03342944383621216,0.5520040988922119,2,0,2,199,"Successful"
"The company [[said]] that the [[results]] of the third quarter do not include non-recurring items .","The company [[allege]] that the [[upshot]] of the third quarter do not include non-recurring items .",0.0354846715927124,0.8355586528778076,2,1,2,101,"Successful"
"The company [[says]] the measures are no longer needed .","The company [[allege]] the measures are no longer needed .",0.4579562544822693,0.9364442229270935,2,1,2,88,"Successful"
"The [[Company]] [[serves]] approximately 3,000 customers in over 100 countries .","The [[fellowship]] [[suffice]] approximately 3,000 customers in over 100 countries .",0.0415194034576416,0.6844598054885864,2,0,2,90,"Successful"
"The [[company]] [[serves]] customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as [[well]] as catering and households .","The [[fellowship]] [[suffice]] customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as [[advantageously]] as catering and households .",0.019323348999023438,0.5852190256118774,2,0,2,166,"Successful"
"The [[company]] [[serves]] customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as [[well]] as catering and households .","The [[fellowship]] [[suffice]] customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as [[advantageously]] as catering and households .",0.019323348999023438,0.5852190256118774,2,0,2,166,"Successful"
"The company was [[supposed]] to [[deliver]] machinery to a veneer mill in the Tomsk region , in Russia .","The company was [[alleged]] to [[extradite]] machinery to a veneer mill in the Tomsk region , in Russia .",0.026633143424987793,0.9174401164054871,2,1,2,109,"Successful"
"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .","The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .",0.9828888177871704,0.9828888177871704,1,1,2,1,"Skipped"
"The company will [[disclose]] further [[details]] , including the [[anticipated]] [[transaction]] timetable and the [[name]] of the [[new]] investor , within [[one]] week .","The company will [[break]] further [[contingent]] , including the [[forebode]] [[dealings]] timetable and the [[diagnose]] of the [[unexampled]] investor , within [[unity]] week .",0.017866671085357666,0.8979319930076599,2,1,2,182,"Successful"
"The company will [[issue]] an inaugural Eurobond deal in the near future subject to market conditions .","The company will [[cut]] an inaugural Eurobond deal in the near future subject to market conditions .",0.22497540712356567,0.9847452044487,2,1,2,186,"Successful"
"The [[company]] will [[propose]] a dividend of EUR0 .12 per [[share]] for 2008 .","The [[companionship]] will [[suggest]] a dividend of EUR0 .12 per [[parcel]] for 2008 .",0.05059689283370972,0.3358296751976013,2,2,2,70,"Failed"
"The compnay also said that it would lower the price of development projects by about one third compared with last November .","The compnay also said that it would lower the price of development projects by about one third compared with last November .",0.6252514123916626,0.6252514123916626,0,0,2,1,"Skipped"
"The [[construction]] project is scheduled to [[start]] in the second quarter of 2009 and the new [[building]] is scheduled to be in place by the [[end]] of 2010 .","The [[building]] project is scheduled to [[jump]] in the second quarter of 2009 and the new [[progress]] is scheduled to be in place by the [[goal]] of 2010 .",0.031183600425720215,0.5938329696655273,2,0,2,215,"Successful"
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .","The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",0.584363579750061,0.584363579750061,0,0,2,1,"Skipped"
"The contract [[comprises]] a log handling line , a peeling [[line]] , and a veneer drying and grading [[line]] .","The contract [[incorporate]] a log handling line , a peeling [[argument]] , and a veneer drying and grading [[crinkle]] .",0.030216693878173828,0.9844628572463989,2,1,2,268,"Successful"
"The contract [[covers]] the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .","The contract [[shroud]] the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",0.1252453327178955,0.9923529624938965,2,1,2,152,"Successful"
"The contract has been [[allotted]] as per lowest price criteria .","The contract has been [[lot]] as per lowest price criteria .",0.4351809620857239,0.7713589072227478,2,0,2,85,"Successful"
"The [[contract]] includes [[design]] , [[construction]] , [[delivery]] of equipment , [[installation]] and commissioning .","The [[cut]] includes [[blueprint]] , [[twist]] , [[saving]] of equipment , [[instalment]] and commissioning .",0.020521581172943115,0.1404983401298523,2,2,2,120,"Failed"
"The [[contract]] [[includes]] software licences , application maintenance and training .","The [[cut]] [[admit]] software licences , application maintenance and training .",0.03063124418258667,0.8069912791252136,2,1,2,90,"Successful"
"The [[contract]] incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .","The [[cut]] incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",0.31480979919433594,0.6152867078781128,2,0,2,139,"Successful"
"The [[contract]] is for [[next]] year .","The [[cut]] is for [[succeeding]] year .",0.0355038046836853,0.45844852924346924,2,2,2,59,"Failed"
"The contract will take [[effect]] in 2009 for a five or ten year period .","The contract will take [[upshot]] in 2009 for a five or ten year period .",0.04753983020782471,0.5773727893829346,2,0,2,144,"Successful"
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken [[effect]] .","The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken [[upshot]] .",0.3100696802139282,0.9923715591430664,2,0,2,164,"Successful"
"The contracts of the employees , 96 of whom are blue-collar workers , will be [[ended]] between March and August 2011 .","The contracts of the employees , 96 of whom are blue-collar workers , will be [[complete]] between March and August 2011 .",0.03337305784225464,0.9518122673034668,1,2,1,82,"Successful"
"The [[current]] lay-offs are additional to the [[temporary]] lay-offs [[agreed]] in December 2008 and in [[May]] 2009 .","The [[flow]] lay-offs are additional to the [[temp]] lay-offs [[harmonise]] in December 2008 and in [[whitethorn]] 2009 .",0.014644861221313477,0.18333351612091064,1,1,1,60,"Failed"
"The CVs of the proposed [[members]] are available for viewing from 12 [[March]] 2008 [[onwards]] on the [[Internet]] at www.sampo.com/[[ir]] .","The CVs of the proposed [[phallus]] are available for viewing from 12 [[borderland]] 2008 [[ahead]] on the [[net]] at www.sampo.com/[[iridium]] .",0.020904183387756348,0.055110156536102295,2,2,2,138,"Failed"
"The deal also includes a ten-year maintenance agreement .","The deal also includes a ten-year maintenance agreement .",0.7200030088424683,0.7200030088424683,0,0,2,1,"Skipped"
"The [[deal]] [[includes]] an [[option]] for Cramo to buy out the minority [[stake]] in 2011 .","The [[bargain]] [[admit]] an [[alternative]] for Cramo to buy out the minority [[wager]] in 2011 .",0.060600876808166504,0.5164117813110352,2,0,2,148,"Successful"
"The [[deal]] includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .","The [[mess]] includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",0.018315374851226807,0.956265926361084,2,1,2,164,"Successful"
"The [[decision]] [[means]] [[temporary]] lay-offs of [[fixed]] [[duration]] at the [[company]] 's Nastola and Jyvaskyla units , in southern and [[central]] Finland , respectively .","The [[determination]] [[way]] [[temp]] lay-offs of [[situate]] [[length]] at the [[companionship]] 's Nastola and Jyvaskyla units , in southern and [[fundamental]] Finland , respectively .",0.009804785251617432,0.5097446441650391,1,2,1,141,"Successful"
"The decision of the French Court [[relates]] to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .","The decision of the French Court [[concern]] to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",0.12469720840454102,0.821097731590271,2,1,2,158,"Successful"
"The divested [[stake]] represented about 2.7 m shares in Okmetic 's capital .","The divested [[jeopardize]] represented about 2.7 m shares in Okmetic 's capital .",0.026570022106170654,0.8133897185325623,2,1,2,90,"Successful"
"The [[dividends]] payable annually shall be [[deducted]] from the [[share]] subscription [[price]] .","The [[dividend]] payable annually shall be [[infer]] from the [[deal]] subscription [[damage]] .",0.021036744117736816,0.03529328107833862,2,2,2,62,"Failed"
"The duration of the [[contract]] is [[37]] months .","The duration of the [[shrink]] is [[thirty-seven]] months .",0.025971651077270508,0.2853338122367859,2,2,2,56,"Failed"
"The duration of the lay-offs per employee will vary from one to six weeks .","The duration of the lay-offs per employee will vary from one to six weeks .",0.9801311492919922,0.9801311492919922,1,1,2,1,"Skipped"
"The ECB can mainly [[target]] [[inflation]] .","The ECB can mainly [[butt]] [[pompousness]] .",0.023594319820404053,0.5152919888496399,2,1,2,43,"Successful"
"The Efore plant at Saarijarvi in central Finland is one of the [[largest]] employers in the region .","The Efore plant at Saarijarvi in central Finland is one of the [[turgid]] employers in the region .",0.03633338212966919,0.9897634387016296,2,1,2,76,"Successful"
"The employee negotiations are to address measures needed to [[adjust]] the operations to the present production [[situation]] .","The employee negotiations are to address measures needed to [[adapt]] the operations to the present production [[spot]] .",0.1713353395462036,0.6260232925415039,2,0,2,119,"Successful"
"The energy [[shot]] is [[packed]] in a 100-millilitre [[bag]] with a [[screw]] cap .","The energy [[chatoyant]] is [[jammed]] in a 100-millilitre [[grip]] with a [[turnkey]] cap .",0.02591848373413086,0.9140076637268066,2,1,2,226,"Successful"
"The engine has an electrical output of 18,321 kW , making it the [[largest]] gas powered [[generating]] set in the world .","The engine has an electrical output of 18,321 kW , making it the [[expectant]] gas powered [[yield]] set in the world .",0.17515349388122559,0.760725736618042,2,0,2,220,"Successful"
"The Estonian parliament was [[set]] to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .","The Estonian parliament was [[coif]] to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .",0.14786100387573242,0.677498459815979,2,0,2,222,"Successful"
"The executive group will participate in the adjustments with a fixed-term 5 % salary [[cut]] .","The executive group will participate in the adjustments with a fixed-term 5 % salary [[deletion]] .",0.31666845083236694,0.9447843432426453,0,2,0,134,"Successful"
"The [[exercise]] price of the option will be based on Safran Software Solutions ' license and maintenance sales as [[well]] as the [[result]] of the company .","The [[utilization]] price of the option will be based on Safran Software Solutions ' license and maintenance sales as [[advantageously]] as the [[lead]] of the company .",0.03213798999786377,0.7283953428268433,2,0,2,144,"Successful"
"The facility will be used to refinance Citycon 's existing credit facility , the company said .","The facility will be used to refinance Citycon 's existing credit facility , the company said .",0.7302819490432739,0.7302819490432739,0,0,2,1,"Skipped"
"The [[fair]] value of CapMan Plc 's own investments on 30 September 2008 [[amounted]] to MEUR 59.8 .","The [[mediocre]] value of CapMan Plc 's own investments on 30 September 2008 [[come]] to MEUR 59.8 .",0.023329079151153564,0.9439676403999329,2,1,2,86,"Successful"
"The [[financial]] details of the [[acquisition]] were not [[disclosed]] .","The [[fiscal]] details of the [[learning]] were not [[discover]] .",0.01872187852859497,0.052917420864105225,2,2,2,42,"Failed"
"The financial details of the [[transaction]] were not [[disclosed]] .","The financial details of the [[dealings]] were not [[discover]] .",0.020075440406799316,0.040442705154418945,2,2,2,36,"Failed"
"The [[Financial]] [[Statements]] and [[Interim]] [[Reports]] will be [[released]] [[around]] at [[9]].00 a.m. ( [[Finnish]] [[time]] ) on the [[given]] [[dates]] .","The [[fiscal]] [[command]] and [[meanwhile]] [[describe]] will be [[expel]] [[some]] at [[IX]].00 a.m. ( [[Suomi]] [[sentence]] ) on the [[collapse]] [[engagement]] .",0.0194205641746521,0.8565421104431152,2,1,2,214,"Successful"
"The financial [[statements]] [[release]] will be available after publishing on the Company 's internet pages at www.cargotec.com .","The financial [[assertion]] [[sacking]] will be available after publishing on the Company 's internet pages at www.cargotec.com .",0.018689990043640137,0.8449496626853943,2,1,2,130,"Successful"
"The Finnish company has also reached arrangements regarding the working hours and annual holidays .","The Finnish company has also reached arrangements regarding the working hours and annual holidays .",0.9176558256149292,0.9176558256149292,0,0,2,1,"Skipped"
"The Finnish paints company [[acquired]] the [[remaining]] [[49]] pct that it did not own from Ukraine 's LGU for an [[undisclosed]] [[sum]] .","The Finnish paints company [[larn]] the [[odd]] [[forty-nine]] pct that it did not own from Ukraine 's LGU for an [[unrevealed]] [[inwardness]] .",0.019539058208465576,0.9857103228569031,2,1,2,134,"Successful"
"The Finnish real estate investment company Interavanti Oyj [[said]] on Monday ( 22 September ) that it has agreed to [[sell]] its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .","The Finnish real estate investment company Interavanti Oyj [[aforesaid]] on Monday ( 22 September ) that it has agreed to [[deal]] its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",0.04352426528930664,0.5610839128494263,2,0,2,167,"Successful"
"The [[firm]] is [[headquartered]] in Vantaa , southern [[Finland]] and has 16 employees .","The [[unfaltering]] is [[headquarter]] in Vantaa , southern [[Suomi]] and has 16 employees .",0.020813345909118652,0.2952272891998291,2,2,2,61,"Failed"
"The [[firm]] 's [[services]] [[include]] [[copying]] , printing , CAD-modelling , digital printing , [[scanning]] , SokoPro [[project]] bank and courier [[services]] .","The [[unwaveringly]] 's [[overhaul]] [[admit]] [[re-create]] , printing , CAD-modelling , digital printing , [[skim]] , SokoPro [[contrive]] bank and courier [[help]] .",0.01762712001800537,0.4120650887489319,2,2,2,180,"Failed"
"The [[first]] [[four]] of the new shop-in-shops will be opened this [[spring]] : on Madison Avenue in New York as [[well]] as in [[Chicago]] , Los Angeles and San Francisco .","The [[initiative]] [[quaternion]] of the new shop-in-shops will be opened this [[resile]] : on Madison Avenue in New York as [[advantageously]] as in [[Newmarket]] , Los Angeles and San Francisco .",0.0344659686088562,0.5641158223152161,2,0,2,167,"Successful"
"The fixed acquisition price [[amounts]] to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .","The fixed acquisition price [[measure]] to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .",0.04588407278060913,0.8438233733177185,2,0,2,139,"Successful"
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will [[finish]] by the end of the year .","The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will [[terminate]] by the end of the year .",0.06331616640090942,0.7293335199356079,2,1,2,116,"Successful"
"The flagship will [[open]] this [[fall]] in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .","The flagship will [[afford]] this [[drop]] in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",0.030845344066619873,0.9244635105133057,2,1,2,170,"Successful"
"The [[full]] MidnightTrader extended-hours [[trading]] [[analysis]] and [[news]] [[service]] is [[available]] in real-time through COMTEX .","The [[replete]] MidnightTrader extended-hours [[deal]] [[psychoanalysis]] and [[newsworthiness]] [[overhaul]] is [[useable]] in real-time through COMTEX .",0.019575834274291992,0.05442607402801514,2,2,2,76,"Failed"
"The full-function PC weighs 1.25 kilograms and [[measures]] slightly more than [[two]] centimeters [[thin]] .","The full-function PC weighs 1.25 kilograms and [[beat]] slightly more than [[deuce]] centimeters [[cut]] .",0.02719789743423462,0.8542547821998596,2,0,2,119,"Successful"
"The government has instead [[proposed]] an exchange of the [[state]] 's [[stake]] in LMT to TeliaSonera 's [[stake]] in Lattelecom .","The government has instead [[nominate]] an exchange of the [[nation]] 's [[stakes]] in LMT to TeliaSonera 's [[jeopardize]] in Lattelecom .",0.029580295085906982,0.5787105560302734,2,1,2,129,"Successful"
"The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .","The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .",0.864833414554596,0.864833414554596,0,0,2,1,"Skipped"
"The [[Group]] 's [[business]] [[sectors]] are [[Building]] [[Construction]] , [[Infrastructure]] Construction , Technical [[Building]] [[Services]] , and Building [[Products]] .","The [[radical]] 's [[job]] [[sector]] are [[make]] [[twist]] , [[base]] Construction , Technical [[make]] [[services]] , and Building [[ware]] .",0.019392967224121094,0.05334407091140747,2,2,2,150,"Failed"
"The group said it [[intends]] to [[initiate]] within this year the process of buyout of minority shareholders of Ragutis with the [[aim]] of becoming the sole owner of the company .","The group said it [[signify]] to [[enlightened]] within this year the process of buyout of minority shareholders of Ragutis with the [[drive]] of becoming the sole owner of the company .",0.05997598171234131,0.5984710454940796,2,0,2,159,"Successful"
"The GyPSii [[mobile]] [[social]] [[networking]] [[application]] is [[available]] in [[China]] with both [[Chinese]] and English [[language]] [[support]] .","The GyPSii [[peregrine]] [[mixer]] [[network]] [[coating]] is [[usable]] in [[Cathay]] with both [[Taiwanese]] and English [[words]] [[funding]] .",0.05349820852279663,0.5217612981796265,2,0,2,144,"Successful"
"The handset [[maker]] did not [[disclose]] any financial [[details]] .","The handset [[manufacturer]] did not [[unwrap]] any financial [[item]] .",0.038568854331970215,0.12420326471328735,2,2,2,49,"Failed"
"The hosting mobile [[terminal]] [[guides]] [[information]] [[flow]] between itself , the participating [[terminals]] , and optionally , with [[network]] [[servers]] that may [[assist]] the hosting [[mobile]] terminal .","The hosting mobile [[depot]] [[templet]] [[entropy]] [[catamenia]] between itself , the participating [[end]] , and optionally , with [[meshing]] [[waiter]] that may [[aid]] the hosting [[peregrine]] terminal .",0.017072975635528564,0.13836675882339478,2,2,2,200,"Failed"
"The [[huge]] [[bridge]] girders will be [[delivered]] to the [[site]] from our plant in Ylivieska , Finland .","The [[Brobdingnagian]] [[bridgework]] girders will be [[redeem]] to the [[locate]] from our plant in Ylivieska , Finland .",0.08027637004852295,0.190915048122406,2,2,2,86,"Failed"
"The idea of saving electricity in data transfer is [[still]] a [[new]] [[one]] .","The idea of saving electricity in data transfer is [[however]] a [[unexampled]] [[ane]] .",0.045852065086364746,0.5401740670204163,2,1,2,168,"Successful"
"The identity of the [[buyer]] is not [[yet]] [[known]] .","The identity of the [[vendee]] is not [[still]] [[live]] .",0.034875333309173584,0.20881664752960205,2,2,2,70,"Failed"
"The Insolvency Act [[regulates]] the amount of debt that borrowers are permitted to write off .","The Insolvency Act [[baffle]] the amount of debt that borrowers are permitted to write off .",0.14447683095932007,0.7648261785507202,2,1,2,68,"Successful"
"The intent of the article was to focus attention on the fact that the development model that China had followed was very [[different]] than the model that India had followed .","The intent of the article was to focus attention on the fact that the development model that China had followed was very [[dissimilar]] than the model that India had followed .",0.07311856746673584,0.5775602459907532,2,1,2,133,"Successful"
"The investment would be some EUR5m .","The investment would be some EUR5m .",0.03727775812149048,0.03727775812149048,2,2,2,9,"Failed"
"The [[latest]] result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .","The [[modish]] result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",0.055053889751434326,0.8925227522850037,2,1,2,180,"Successful"
"The lay-offs will start gradually and will last from one to six weeks .","The lay-offs will start gradually and will last from one to six weeks .",0.5386927723884583,0.5386927723884583,1,1,2,1,"Skipped"
"The machinery now ordered will be placed in a [[new]] [[mill]] with an [[annual]] production [[capacity]] of [[40]] 000 m3 of overlaid [[birch]] [[plywood]] .","The machinery now ordered will be placed in a [[Modern]] [[pulverisation]] with an [[one-year]] production [[capability]] of [[forty]] 000 m3 of overlaid [[birken]] [[plyboard]] .",0.11337566375732422,0.5720599889755249,2,0,2,161,"Successful"
"The major [[part]] of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .","The major [[disunite]] of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",0.030133724212646484,0.9421491622924805,2,1,2,147,"Successful"
"The major [[part]] of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .","The major [[disunite]] of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",0.03137660026550293,0.9630408883094788,2,1,2,157,"Successful"
"The [[market]] [[share]] of Volkswagen passenger [[cars]] in Finland was [[10]].1 percent , Audi had a [[market]] [[share]] of [[3]].1 [[percent]] and [[Seat]] 's [[share]] was [[0]].9 percent .","The [[commercialize]] [[plowshare]] of Volkswagen passenger [[machine]] in Finland was [[decade]].1 percent , Audi had a [[grocery]] [[deal]] of [[trinity]].1 [[pct]] and [[bottom]] 's [[contribution]] was [[cipher]].9 percent .",0.02521681785583496,0.32109564542770386,2,2,2,282,"Failed"
"The market [[value]] of [[one]] [[crane]] is some USD6m , reported the Finnish news [[agency]] STT .","The market [[prize]] of [[unrivalled]] [[Crane]] is some USD6m , reported the Finnish news [[bureau]] STT .",0.028921842575073242,0.5232762694358826,2,0,2,107,"Successful"
"The markets are [[almost]] completely [[controlled]] by three banks : Nordea , OP Bank Group , and Sampo .","The markets are [[nigh]] completely [[curb]] by three banks : Nordea , OP Bank Group , and Sampo .",0.019819200038909912,0.9597889184951782,2,1,2,108,"Successful"
"The maximum [[grade]] of the veneer [[yield]] is [[calculated]] , based on the dimensions and [[grades]] of the veneer products , as [[well]] as by iterating the places of the peeling axes and simulating the peeling [[process]] .","The maximum [[gradation]] of the veneer [[soften]] is [[forecast]] , based on the dimensions and [[tier]] of the veneer products , as [[advantageously]] as by iterating the places of the peeling axes and simulating the peeling [[litigate]] .",0.02126365900039673,0.6070689558982849,2,0,2,304,"Successful"
"The [[maximum]] [[obligated]] [[total]] trades per [[day]] is ISK [[400]],000,000 [[market]] [[value]] .","The [[uttermost]] [[bind]] [[entire]] trades per [[Day]] is ISK [[cd]],000,000 [[marketplace]] [[evaluate]] .",0.0182114839553833,0.09901076555252075,2,2,2,116,"Failed"
"The medium-term [[operative]] targets of the [[company]] remain [[unchanged]] .","The medium-term [[surgical]] targets of the [[accompany]] remain [[unaltered]] .",0.14756548404693604,0.6484531760215759,2,1,2,55,"Successful"
"The [[MET]] is [[located]] in the [[Central]] [[Business]] [[District]] ( CBD ) of Bangkok .","The [[forgather]] is [[situated]] in the [[key]] [[job]] [[dominion]] ( CBD ) of Bangkok .",0.030424058437347412,0.2805868983268738,2,2,2,101,"Failed"
"The most significant challengers in the [[market]] are Logset and Sampo-Rosenlew .","The most significant challengers in the [[grocery]] are Logset and Sampo-Rosenlew .",0.15455561876296997,0.3813098669052124,2,2,2,35,"Failed"
"The [[name]] of the [[buyer]] was not [[disclosed]] .","The [[diagnose]] of the [[emptor]] was not [[discover]] .",0.0223311185836792,0.2801465392112732,2,2,2,63,"Failed"
"The [[name]] of the [[newspaper]] [[publishing]] and printing [[division]] Sanoma will be [[changed]] to Sanoma [[News]] .","The [[diagnose]] of the [[newsprint]] [[write]] and printing [[section]] Sanoma will be [[change]] to Sanoma [[word]] .",0.019570231437683105,0.060888826847076416,2,2,2,125,"Failed"
"The negotiation has resulted in the [[reduction]] of 80 people in regular employment , around half of which will be covered with pension arrangements .","The negotiation has resulted in the [[simplification]] of 80 people in regular employment , around half of which will be covered with pension arrangements .",0.016123831272125244,0.9948717355728149,1,0,1,93,"Successful"
"The Network Test Business is [[part]] of Elektrobit 's Test and Automation [[Business]] Segment and [[employs]] 39 people in Finland and 22 people abroad , mainly in the US and Asia .","The Network Test Business is [[disunite]] of Elektrobit 's Test and Automation [[job]] Segment and [[employment]] 39 people in Finland and 22 people abroad , mainly in the US and Asia .",0.018567919731140137,0.6224265098571777,2,1,2,173,"Successful"
"The new [[chain]] has 700 [[discount]] [[stores]] and 250 [[supermarkets]] .","The new [[range]] has 700 [[deduction]] [[storage]] and 250 [[supermarket]] .",0.04025101661682129,0.09772729873657227,2,2,2,69,"Failed"
"The [[new]] [[company]] , DiaPol S.r.l. , would [[manufacture]] [[tools]] [[meant]] for glass and stone pre-processing .","The [[newly]] [[troupe]] , DiaPol S.r.l. , would [[industry]] [[joyride]] [[imply]] for glass and stone pre-processing .",0.04360818862915039,0.5324507355690002,2,0,2,138,"Successful"
"The [[new]] Kroksberg railway tunnel will be [[built]] on a new section of track between Harnosand and Veda , forming part of the line that [[follows]] the coast of the Gulf of Bothnia .","The [[fresh]] Kroksberg railway tunnel will be [[reinforced]] on a new section of track between Harnosand and Veda , forming part of the line that [[surveil]] the coast of the Gulf of Bothnia .",0.1357412338256836,0.5375297665596008,2,0,2,201,"Successful"
"The new location is n't the only change Wellmont has in store for its air transport service .","The new location is n't the only change Wellmont has in store for its air transport service .",0.6502264738082886,0.6502264738082886,0,0,2,1,"Skipped"
"The [[new]] [[name]] of the Sanoma [[Division]] will be Sanoma [[News]] .","The [[young]] [[key]] of the Sanoma [[partitioning]] will be Sanoma [[newsworthiness]] .",0.01924002170562744,0.1421789526939392,2,2,2,96,"Failed"
"The new shares will provide the shareholders with [[full]] shareholder rights .","The new shares will provide the shareholders with [[good]] shareholder rights .",0.17779427766799927,0.8812528252601624,2,0,2,70,"Successful"
"The new units should become one of the [[largest]] ones within the company .","The new units should become one of the [[turgid]] ones within the company .",0.32310277223587036,0.971509575843811,2,1,2,84,"Successful"
"The [[Notice]] in its entirety with other proposals from the [[Nomination]] Committee and the Board will be [[published]] at least [[four]] [[weeks]] before [[28]] April on the [[company]] 's website and in [[Post]] - och Inrikes Tidningar and Dagens Industri .","The [[posting]] in its entirety with other proposals from the [[nomination]] Committee and the Board will be [[print]] at least [[4]] [[workweek]] before [[twenty-eight]] April on the [[party]] 's website and in [[situation]] - och Inrikes Tidningar and Dagens Industri .",0.018500864505767822,0.035049617290496826,2,2,2,188,"Failed"
"The number of class A shares remains [[unchanged]] at 9,526,089 shares .","The number of class A shares remains [[unaltered]] at 9,526,089 shares .",0.031030654907226562,0.6639856100082397,2,1,2,82,"Successful"
"The number of magazine and newspaper readers remained [[unchanged]] .","The number of magazine and newspaper readers remained [[unaltered]] .",0.1491115689277649,0.9692357182502747,2,1,2,41,"Successful"
"The number of permanent [[reductions]] of clerical [[workers]] is 22 employees , of which 19 in Finland .","The number of permanent [[simplification]] of clerical [[doer]] is 22 employees , of which 19 in Finland .",0.01381218433380127,0.8367940783500671,1,2,1,57,"Successful"
"The [[objective]] is that [[trading]] in the [[shares]] will [[commence]] on May 2 , 2007 .","The [[aim]] is that [[merchandise]] in the [[deal]] will [[start]] on May 2 , 2007 .",0.025562405586242676,0.05788224935531616,2,2,2,75,"Failed"
"The online ice chart shows no [[ice]] in the area of Estonia 's sea ports on the coast of the Gulf of Finland .","The online ice chart shows no [[trash]] in the area of Estonia 's sea ports on the coast of the Gulf of Finland .",0.08257192373275757,0.5723804235458374,2,1,2,109,"Successful"
